Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal
ὅταν,when,Conj,G3752,Luke 9,20289
ἔλθῃ,He shall come,V-ASA-3S,G2064,Luke 9,20290
δόξῃ,glory,N-DFS,G1391,Luke 9,20291
Πατρὸς,Father,N-GMS,G3962,Luke 9,20292
ἁγίων,holy,Adj-GMP,G40,Luke 9,20293
ἀγγέλων,angels,N-GMP,G32,Luke 9,20294
λέγω,I say,V-PIA-1S,G3004,Luke 9,20295
ὑμῖν,to you,PPro-D2P,G4771,Luke 9,20296
ἀληθῶς,truthfully,Adv,G230,Luke 9,20297
εἰσίν,there are,V-PIA-3P,G1510,Luke 9,20298
τινες,some,IPro-NMP,G5100,Luke 9,20299
αὐτοῦ,here,Adv,G847,Luke 9,20300
ἑστηκότων,standing,V-RPA-GMP,G2476,Luke 9,20301
οἳ,who,RelPro-NMP,G3739,Luke 9,20302
οὐ,no,Adv,G3756,Luke 9,20303
γεύσωνται,shall taste,V-ASM-3P,G1089,Luke 9,20304
θανάτου,of death,N-GMS,G2288,Luke 9,20305
ἕως,until,Conj,G2193,Luke 9,20306
ἴδωσιν,they shall have seen,V-ASA-3P,G3708,Luke 9,20307
Ἐγένετο,It came to pass,V-AIM-3S,G1096,Luke 9,20308
μετὰ,after,Prep,G3326,Luke 9,20309
τούτους,these,DPro-AMP,G3778,Luke 9,20310
ἡμέραι,days,N-NFP,G2250,Luke 9,20311
ὀκτὼ,eight,Adj-NFP,G3638,Luke 9,20312
Πέτρον,Peter,N-AMS,G4074,Luke 9,20313
Ἰάκωβον,James,N-AMS,G2385,Luke 9,20314
ἀνέβη,He went up,V-AIA-3S,G305,Luke 9,20315
ὄρος,mountain,N-ANS,G3735,Luke 9,20316
προσεύξασθαι,to pray,V-ANM,G4336,Luke 9,20317
προσεύχεσθαι,praying,V-PNM/P,G4336,Luke 9,20318
εἶδος,appearance,N-NNS,G1491,Luke 9,20319
τοῦ,of the,Art-GNS,G3588,Luke 9,20320
προσώπου,face,N-GNS,G4383,Luke 9,20321
ἕτερον,was altered,Adj-NNS,G2087,Luke 9,20322
ἱματισμὸς,clothing,N-NMS,G2441,Luke 9,20323
λευκὸς,white,Adj-NMS,G3022,Luke 9,20324
ἐξαστράπτων,became dazzling,V-PPA-NMS,G1823,Luke 9,20325
ἰδοὺ,behold,V-AMA-2S,G2400,Luke 9,20326
συνελάλουν,began talking with,V-IIA-3P,G4814,Luke 9,20327
οἵτινες,who,RelPro-NMP,G3748,Luke 9,20328
Μωϋσῆς,Moses,N-NMS,G3475,Luke 9,20329
ὀφθέντες,having appeared,V-APP-NMP,G3708,Luke 9,20330
ἔλεγον,were speaking of,V-IIA-3P,G2036,Luke 9,20331
ἔξοδον,going out,N-AFS,G1841,Luke 9,20332
ἤμελλεν,He was about,V-IIA-3S,G3195,Luke 9,20333
πληροῦν,to accomplish,V-PNA,G4137,Luke 9,20334
Ἰερουσαλήμ,Jerusalem,N-DFS,G2419,Luke 9,20335
σὺν,with,Prep,G4862,Luke 9,20336
βεβαρημένοι,heavy,V-RPM/P-NMP,G916,Luke 9,20337
ὕπνῳ,with sleep,N-DMS,G5258,Luke 9,20338
διαγρηγορήσαντες,having awoken fully,V-APA-NMP,G1235,Luke 9,20339
εἶδον,they saw,V-AIA-3P,G3708,Luke 9,20340
δόξαν,glory,N-AFS,G1391,Luke 9,20341
ἄνδρας,men,N-AMP,G435,Luke 9,20342
συνεστῶτας,standing with,V-RPA-AMP,G4921,Luke 9,20343
διαχωρίζεσθαι,departing,V-PNM/P,G1316,Luke 9,20344
ἀπ,from,Prep,G575,Luke 9,20345
Ἰησοῦν,Jesus,N-AMS,G2424,Luke 9,20346
Ἐπιστάτα,Master,N-VMS,G1988,Luke 9,20347
καλόν,good,Adj-NNS,G2570,Luke 9,20348
ἡμᾶς,for us,PPro-A1P,G1473,Luke 9,20349
ποιήσωμεν,let us make,V-ASA-1P,G4160,Luke 9,20350
σκηνὰς,tabernacles,N-AFP,G4633,Luke 9,20351
τρεῖς,three,Adj-AFP,G5140,Luke 9,20352
μίαν,one,Adj-AFS,G1520,Luke 9,20353
σοὶ,for You,PPro-D2S,G4771,Luke 9,20354
Μωϋσεῖ,for Moses,N-DMS,G3475,Luke 9,20355
Ἠλίᾳ,for Elijah,N-DMS,G2243,Luke 9,20356
εἰδὼς,knowing,V-RPA-NMS,G1492,Luke 9,20357
ὃ,what,RelPro-ANS,G3739,Luke 9,20358
λέγει,he is saying,V-PIA-3S,G3004,Luke 9,20359
Ταῦτα,These things,DPro-ANP,G3778,Luke 9,20360
λέγοντος,is saying,V-PPA-GMS,G3004,Luke 9,20361
νεφέλη,a cloud,N-NFS,G3507,Luke 9,20362
ἐπεσκίαζεν,was overshadowing,V-IIA-3S,G1982,Luke 9,20363
ἐφοβήθησαν,they feared,V-AIP-3P,G5399,Luke 9,20364
εἰσελθεῖν,entering,V-ANA,G1525,Luke 9,20365
νεφέλην,cloud,N-AFS,G3507,Luke 9,20366
φωνὴ,a voice,N-NFS,G5456,Luke 9,20367
νεφέλης,cloud,N-GFS,G3507,Luke 9,20368
λέγουσα,saying,V-PPA-NFS,G3004,Luke 9,20369
Οὗτός,This,DPro-NMS,G3778,Luke 9,20370
Υἱός,Son,N-NMS,G5207,Luke 9,20371
ἐκλελεγμένος,whom I have chosen,V-RPM/P-NMS,G1586,Luke 9,20372
ἀκούετε,listen to,V-PMA-2P,G191,Luke 9,20373
γενέσθαι,occurred,V-ANM,G1096,Luke 9,20374
φωνὴν,voice,N-AFS,G5456,Luke 9,20375
εὑρέθη,was found,V-AIP-3S,G2147,Luke 9,20376
Ἰησοῦς,Jesus,N-NMS,G2424,Luke 9,20377
μόνος,alone,Adj-NMS,G3441,Luke 9,20378
αὐτοὶ,they,PPro-NM3P,G846,Luke 9,20379
ἐσίγησαν,were silent,V-AIA-3P,G4601,Luke 9,20380
οὐδενὶ,to no one,Adj-DMS,G3762,Luke 9,20381
ἀπήγγειλαν,they told,V-AIA-3P,G518,Luke 9,20382
ἐκείναις,those,DPro-DFP,G1565,Luke 9,20383
ταῖς,the,Art-DFP,G3588,Luke 9,20384
ἡμέραις,days,N-DFP,G2250,Luke 9,20385
οὐδὲν,anything,Adj-ANS,G3762,Luke 9,20386
ὧν,of what,RelPro-GNP,G3739,Luke 9,20387
ἑώρακαν,they had seen,V-RIA-3P,G3708,Luke 9,20388
ἑξῆς,next,Adv,G1836,Luke 9,20389
κατελθόντων,on having come down,V-APA-GMP,G2718,Luke 9,20390
αὐτῶν,of them,PPro-GM3P,G846,Luke 9,20391
ὄρους,mountain,N-GNS,G3735,Luke 9,20392
συνήντησεν,met,V-AIA-3S,G4876,Luke 9,20393
ὄχλος,a crowd,N-NMS,G3793,Luke 9,20394
πολύς,great,Adj-NMS,G4183,Luke 9,20395
ἀνὴρ,a man,N-NMS,G435,Luke 9,20396
ὄχλου,crowd,N-GMS,G3793,Luke 9,20397
ἐβόησεν,cried out,V-AIA-3S,G994,Luke 9,20398
Διδάσκαλε,Teacher,N-VMS,G1320,Luke 9,20399
δέομαί,I implore,V-PIM/P-1S,G1189,Luke 9,20400
σου,You,PPro-G2S,G4771,Luke 9,20401
ἐπιβλέψαι,to look,V-ANA,G1914,Luke 9,20402
υἱόν,son,N-AMS,G5207,Luke 9,20403
μονογενής,an only child,Adj-NMS,G3439,Luke 9,20404
μοί,to me,PPro-D1S,G1473,Luke 9,20405
πνεῦμα,a spirit,N-NNS,G4151,Luke 9,20406
λαμβάνει,takes,V-PIA-3S,G2983,Luke 9,20407
ἐξαίφνης,suddenly,Adv,G1810,Luke 9,20408
κράζει,he cries out,V-PIA-3S,G2896,Luke 9,20409
σπαράσσει,it throws into convulsions,V-PIA-3S,G4682,Luke 9,20410
ἀφροῦ,foaming,N-GMS,G876,Luke 9,20411
μόγις,with difficulty,Adv,G3425,Luke 9,20412
ἀποχωρεῖ,it departs,V-PIA-3S,G672,Luke 9,20413
συντρῖβον,bruising,V-PPA-NNS,G4937,Luke 9,20414
ἐδεήθην,I begged,V-AIP-1S,G1189,Luke 9,20415
μαθητῶν,disciples,N-GMP,G3101,Luke 9,20416
ἐκβάλωσιν,they might cast out,V-ASA-3P,G1544,Luke 9,20417
αὐτό,it,PPro-AN3S,G846,Luke 9,20418
οὐκ,not,Adv,G3756,Luke 9,20419
ἠδυνήθησαν,they were able,V-AIP-3P,G1410,Luke 9,20420
Ἀποκριθεὶς,Answering,V-APP-NMS,G611,Luke 9,20421
Ὦ,O,I,G5599,Luke 9,20422
γενεὰ,generation,N-VFS,G1074,Luke 9,20423
ἄπιστος,unbelieving,Adj-VFS,G571,Luke 9,20424
διεστραμμένη,perverted,V-RPM/P-VFS,G1294,Luke 9,20425
ἕως,until,Prep,G2193,Luke 9,20426
πότε,when,Conj,G4219,Luke 9,20427
ἔσομαι,will I be,V-FIM-1S,G1510,Luke 9,20428
ἀνέξομαι,bear with,V-FIM-1S,G430,Luke 9,20429
προσάγαγε,Bring,V-AMA-2S,G4317,Luke 9,20430
Ἔτι,While,Adv,G2089,Luke 9,20431
προσερχομένου,he was coming near,V-PPM/P-GMS,G4334,Luke 9,20432
ἔρρηξεν,threw down,V-AIA-3S,G4486,Luke 9,20433
δαιμόνιον,demon,N-NNS,G1140,Luke 9,20434
συνεσπάραξεν,threw him into convulsions,V-AIA-3S,G4952,Luke 9,20435
ἐπετίμησεν,Rebuked,V-AIA-3S,G2008,Luke 9,20436
πνεύματι,spirit,N-DNS,G4151,Luke 9,20437
ἀκαθάρτῳ,unclean,Adj-DNS,G169,Luke 9,20438
ἰάσατο,healed,V-AIM-3S,G2390,Luke 9,20439
παῖδα,boy,N-AMS,G3816,Luke 9,20440
ἀπέδωκεν,gave back,V-AIA-3S,G591,Luke 9,20441
πατρὶ,father,N-DMS,G3962,Luke 9,20442
Ἐξεπλήσσοντο,Were astonished,V-IIM/P-3P,G1605,Luke 9,20443
μεγαλειότητι,majesty,N-DFS,G3168,Luke 9,20444
Πάντων,Of all,Adj-GMP,G3956,Luke 9,20445
θαυμαζόντων,wondering,V-PPA-GMP,G2296,Luke 9,20446
πᾶσιν,all,Adj-DNP,G3956,Luke 9,20447
οἷς,which,RelPro-DNP,G3739,Luke 9,20448
ἐποίει,He did,V-IIA-3S,G4160,Luke 9,20449
Θέσθε,Let sink,V-AMM-2P,G5087,Luke 9,20450
ὦτα,ears,N-ANP,G3775,Luke 9,20451
μέλλει,is about,V-PIA-3S,G3195,Luke 9,20452
παραδίδοσθαι,to be betrayed,V-PNM/P,G3860,Luke 9,20453
χεῖρας,the hands,N-AFP,G5495,Luke 9,20454
ἀνθρώπων,of men,N-GMP,G444,Luke 9,20455
ἠγνόουν,they understand not,V-IIA-3P,G50,Luke 9,20456
ῥῆμα,saying,N-ANS,G4487,Luke 9,20457
ἦν,it was,V-IIA-3S,G1510,Luke 9,20458
παρακεκαλυμμένον,veiled,V-RPM/P-NNS,G3871,Luke 9,20459
αἴσθωνται,they should understand,V-ASM-3P,G143,Luke 9,20460
ἐφοβοῦντο,they were afraid,V-IIM/P-3P,G5399,Luke 9,20461
ἐρωτῆσαι,to ask,V-ANA,G2065,Luke 9,20462
ῥήματος,saying,N-GNS,G4487,Luke 9,20463
τούτου,this,DPro-GNS,G3778,Luke 9,20464
Εἰσῆλθεν,Came up,V-AIA-3S,G1525,Luke 9,20465
διαλογισμὸς,an argument,N-NMS,G1261,Luke 9,20466
εἴη,might be,V-POA-3S,G1510,Luke 9,20467
μείζων,greatest,Adj-NMS-C,G3173,Luke 9,20468
διαλογισμὸν,reasoning,N-AMS,G1261,Luke 9,20469
καρδίας,heart,N-GFS,G2588,Luke 9,20470
ἐπιλαβόμενος,having taken hold of,V-APM-NMS,G1949,Luke 9,20471
παιδίον,a child,N-ANS,G3813,Luke 9,20472
ἔστησεν,set,V-AIA-3S,G2476,Luke 9,20473
αὐτὸ,it,PPro-AN3S,G846,Luke 9,20474
παρ,by,Prep,G3844,Luke 9,20475
ἑαυτῷ,Him,RefPro-DM3S,G1438,Luke 9,20476
Ὃς,Whoever,RelPro-NMS,G3739,Luke 9,20477
ἐὰν,if,Conj,G1437,Luke 9,20478
δέξηται,shall receive,V-ASM-3S,G1209,Luke 9,20479
ὀνόματί,name,N-DNS,G3686,Luke 9,20480
ἐμὲ,Me,PPro-A1S,G1473,Luke 9,20481
δέχεται,receives,V-PIM/P-3S,G1209,Luke 9,20482
ἀποστείλαντά,having sent,V-APA-AMS,G649,Luke 9,20483
μικρότερος,least,Adj-NMS-C,G3398,Luke 9,20484
πᾶσιν,all,Adj-DMP,G3956,Luke 9,20485
ὑπάρχων,being,V-PPA-NMS,G5225,Luke 9,20486
οὗτός,he,DPro-NMS,G3778,Luke 9,20487
μέγας,great,Adj-NMS,G3173,Luke 9,20488
ὁ,-,Art-NMS,G3588,Luke 9,20489
εἴδομέν,we saw,V-AIA-1P,G3708,Luke 9,20490
τινα,someone,IPro-AMS,G5100,Luke 9,20491
ἐκβάλλοντα,casting out,V-PPA-AMS,G1544,Luke 9,20492
ἐκωλύομεν,we were forbidding,V-IIA-1P,G2967,Luke 9,20493
ἀκολουθεῖ,he follows,V-PIA-3S,G190,Luke 9,20494
μεθ,with,Prep,G3326,Luke 9,20495
ἡμῶν,us,PPro-G1P,G1473,Luke 9,20496
Μὴ,Not,Adv,G3361,Luke 9,20497
κωλύετε,forbid,V-PMA-2P,G2967,Luke 9,20498
ἔστιν,is,V-PIA-3S,G1510,Luke 9,20499
ὑπὲρ,for,Prep,G5228,Luke 9,20500
συμπληροῦσθαι,completing,V-PNM/P,G4845,Luke 9,20501
ἡμέρας,days,N-AFP,G2250,Luke 9,20502
ἀναλήμψεως,ascension,N-GFS,G354,Luke 9,20503
αὐτὸς,He,PPro-NM3S,G846,Luke 9,20504
πρόσωπον,face,N-ANS,G4383,Luke 9,20505
ἐστήρισεν,steadfastly set,V-AIA-3S,G4741,Luke 9,20506
πορεύεσθαι,to go,V-PNM/P,G4198,Luke 9,20507
Ἰερουσαλήμ,Jerusalem,N-AFS,G2419,Luke 9,20508
ἀγγέλους,messengers,N-AMP,G32,Luke 9,20509
πρὸ,before,Prep,G4253,Luke 9,20510
εἰσῆλθον,they entered,V-AIA-3P,G1525,Luke 9,20511
κώμην,a village,N-AFS,G2968,Luke 9,20512
Σαμαριτῶν,of the Samaritans,N-GMP,G4541,Luke 9,20513
ὡς,so as,Adv,G5613,Luke 9,20514
ἑτοιμάσαι,to make ready,V-ANA,G2090,Luke 9,20515
ἐδέξαντο,they did receive,V-AIM-3P,G1209,Luke 9,20516
πρόσωπον,face,N-NNS,G4383,Luke 9,20517
πορευόμενον,going,V-PPM/P-NNS,G4198,Luke 9,20518
Ἰδόντες,Having seen it,V-APA-NMP,G3708,Luke 9,20519
μαθηταὶ,disciples,N-NMP,G3101,Luke 9,20520
Ἰάκωβος,James,N-NMS,G2385,Luke 9,20521
Κύριε,Lord,N-VMS,G2962,Luke 9,20522
θέλεις,will You that,V-PIA-2S,G2309,Luke 9,20523
εἴπωμεν,we should call,V-ASA-1P,G2036,Luke 9,20524
πῦρ,fire,N-ANS,G4442,Luke 9,20525
καταβῆναι,to come down,V-ANA,G2597,Luke 9,20526
οὐρανοῦ,heaven,N-GMS,G3772,Luke 9,20527
ἀναλῶσαι,to consume,V-ANA,G355,Luke 9,20528
Στραφεὶς,Having turned,V-APP-NMS,G4762,Luke 9,20529
καὶ,and,Conj,G2532,Luke 9,20530
εἴπεν,said,V-AIA-3S,G3004,Luke 9,20531
οἴδατε,You know,V-RIA-2P,G1492,Luke 9,20532
οἵου,of what,RelPro-GNS,G3634,Luke 9,20533
πνεύματός,spirit,N-GNS,G4151,Luke 9,20534
ἐστε,are,V-PIA-2P,G1510,Luke 9,20535
ὑμεῖς,you,PPro-N2P,G4771,Luke 9,20536
ὁ,-,Art-NMS,G3588,Luke 9,20537
υἱὸς,the Son,N-NMS,G5207,Luke 9,20538
ἦλθεν,did come,V-AIA-3S,G2064,Luke 9,20539
ψυχὰς,the lives,N-AFP,G5590,Luke 9,20540
ἀπολέσαι,to destroy,V-ANA,G622,Luke 9,20541
ἀλλὰ,but,Conj,G235,Luke 9,20542
σῶσαι,to save,V-ANA,G4982,Luke 9,20543
ἐπορεύθησαν,they went,V-AIP-3P,G4198,Luke 9,20544
ἑτέραν,another,Adj-AFS,G2087,Luke 9,20545
πορευομένων,going,V-PPM/P-GMP,G4198,Luke 9,20546
ὁδῷ,road,N-DFS,G3598,Luke 9,20547
εἶπέν,said,V-AIA-3S,G2036,Luke 9,20548
Ἀκολουθήσω,I will follow,V-FIA-1S,G190,Luke 9,20549
σοι,You,PPro-D2S,G4771,Luke 9,20550
ὅπου,wherever,Adv,G3699,Luke 9,20551
ἀπέρχῃ,You may go,V-PSM/P-2S,G565,Luke 9,20552
Αἱ,The,Art-NFP,G3588,Luke 9,20553
ἀλώπεκες,foxes,N-NFP,G258,Luke 9,20554
φωλεοὺς,holes,N-AMP,G5454,Luke 9,20555
ἔχουσιν,have,V-PIA-3P,G2192,Luke 9,20556
τὰ,the,Art-NNP,G3588,Luke 9,20557
πετεινὰ,birds,N-NNP,G4071,Luke 9,20558
κατασκηνώσεις,nests,N-AFP,G2682,Luke 9,20559
ἔχει,has,V-PIA-3S,G2192,Luke 9,20560
ποῦ,where,Adv,G4226,Luke 9,20561
κεφαλὴν,head,N-AFS,G2776,Luke 9,20562
κλίνῃ,He might lay,V-PSA-3S,G2827,Luke 9,20563
ἕτερον,another,Adj-AMS,G2087,Luke 9,20564
Ἀκολούθει,Follow,V-PMA-2S,G190,Luke 9,20565
Δὲ,But,Conj,G1161,Luke 9,20566
Κύριε,Lord,N-VMS,G2962,Luke 9,20567
Ἐπίτρεψόν,allow,V-AMA-2S,G2010,Luke 9,20568
πρῶτον ,first,Adv-S,G4412,Luke 9,20569
ἀπελθόντι,having gone away,V-APA-DMS,G565,Luke 9,20570
θάψαι,to bury,V-ANA,G2290,Luke 9,20571
πατέρα,father,N-AMS,G3962,Luke 9,20572
Ἄφες,Leave,V-AMA-2S,G863,Luke 9,20573
νεκροὺς,dead,Adj-AMP,G3498,Luke 9,20574
ἑαυτῶν,their own,RefPro-GM3P,G1438,Luke 9,20575
νεκρούς,dead,Adj-AMP,G3498,Luke 9,20576
σὺ,you,PPro-N2S,G4771,Luke 9,20577
ἀπελθὼν,having gone forth,V-APA-NMS,G565,Luke 9,20578
διάγγελλε,declare,V-PMA-2S,G1229,Luke 9,20579
ἕτερος,another,Adj-NMS,G2087,Luke 9,20580
πρῶτον,first,Adv-S,G4412,Luke 9,20581
ἐπίτρεψόν,allow,V-AMA-2S,G2010,Luke 9,20582
ἀποτάξασθαι,to bid farewell,V-ANM,G657,Luke 9,20583
οἶκόν,home,N-AMS,G3624,Luke 9,20584
Οὐδεὶς,No one,Adj-NMS,G3762,Luke 9,20585
ἐπιβαλὼν,having laid,V-APA-NMS,G1911,Luke 9,20586
χεῖρα,hand,N-AFS,G5495,Luke 9,20587
ἄροτρον,the plow,N-ANS,G723,Luke 9,20588
βλέπων,looking,V-PPA-NMS,G991,Luke 9,20589
ὀπίσω,behind,Adv,G3694,Luke 9,20590
εὔθετός,fit,Adj-NMS,G2111,Luke 9,20591
βασιλείᾳ,kingdom,N-DFS,G932,Luke 9,20592
Μετὰ,After,Prep,G3326,Luke 10,20593
δὲ,now,Conj,G1161,Luke 10,20594
ταῦτα,these things,DPro-ANP,G3778,Luke 10,20595
ἀνέδειξεν,appointed,V-AIA-3S,G322,Luke 10,20596
ὁ,the,Art-NMS,G3588,Luke 10,20597
Κύριος,Lord,N-NMS,G2962,Luke 10,20598
καὶ,also,Conj,G2532,Luke 10,20599
ἑτέρους,others,Adj-AMP,G2087,Luke 10,20600
ἑβδομήκοντα,seventy,Adj-AMP,G1440,Luke 10,20601
δύο,two,Adj-AMP,G1417,Luke 10,20602
καὶ,and,Conj,G2532,Luke 10,20603
ἀπέστειλεν,sent,V-AIA-3S,G649,Luke 10,20604
αὐτοὺς,them,PPro-AM3P,G846,Luke 10,20605
ἀνὰ,in,Adv,G303,Luke 10,20606
δύο,two by,Adj-AMP,G1417,Luke 10,20607
πρὸ,before,Prep,G4253,Luke 10,20608
προσώπου,the face,N-GNS,G4383,Luke 10,20609
αὐτοῦ,of Himself,PPro-GM3S,G846,Luke 10,20610
εἰς,into,Prep,G1519,Luke 10,20611
πᾶσαν,every,Adj-AFS,G3956,Luke 10,20612
πόλιν,city,N-AFS,G4172,Luke 10,20613
τόπον,place,N-AMS,G5117,Luke 10,20614
οὗ,where,Adv,G3739,Luke 10,20615
ἤμελλεν,was about,V-IIA-3S,G3195,Luke 10,20616
αὐτὸς,He Himself,PPro-NM3S,G846,Luke 10,20617
ἔρχεσθαι,to go,V-PNM/P,G2064,Luke 10,20618
ἔλεγεν,He was saying,V-IIA-3S,G2036,Luke 10,20619
πρὸς,to,Prep,G4314,Luke 10,20620
αὐτούς,them,PPro-AM3P,G846,Luke 10,20621
Ὁ,The,Art-NMS,G3588,Luke 10,20622
μὲν,indeed,Conj,G3303,Luke 10,20623
θερισμὸς,harvest is,N-NMS,G2326,Luke 10,20624
πολύς,plentiful,Adj-NMS,G4183,Luke 10,20625
οἱ,-,Art-NMP,G3588,Luke 10,20626
ἐργάται,the workmen,N-NMP,G2040,Luke 10,20627
ὀλίγοι,are few,Adj-NMP,G3641,Luke 10,20628
δεήθητε,Pray earnestly to,V-AMP-2P,G1189,Luke 10,20629
οὖν,therefore,Conj,G3767,Luke 10,20630
τοῦ,the,Art-GMS,G3588,Luke 10,20631
Κυρίου,Lord,N-GMS,G2962,Luke 10,20632
θερισμοῦ,harvest,N-GMS,G2326,Luke 10,20633
ὅπως,that,Conj,G3704,Luke 10,20634
ἐργάτας,workmen,N-AMP,G2040,Luke 10,20635
ἐκβάλῃ,He may send out,V-ASA-3S,G1544,Luke 10,20636
τὸν,the,Art-AMS,G3588,Luke 10,20637
θερισμὸν,harvest,N-AMS,G2326,Luke 10,20638
Ὑπάγετε,Go,V-PMA-2P,G5217,Luke 10,20639
ἰδοὺ,behold,V-AMA-2S,G2400,Luke 10,20640
ἀποστέλλω,I send forth,V-PIA-1S,G649,Luke 10,20641
ὑμᾶς,you,PPro-A2P,G4771,Luke 10,20642
ὡς,as,Adv,G5613,Luke 10,20643
ἄρνας,lambs,N-AMP,G704,Luke 10,20644
ἐν,in,Prep,G1722,Luke 10,20645
μέσῳ,the midst,Adj-DNS,G3319,Luke 10,20646
λύκων,of wolves,N-GMP,G3074,Luke 10,20647
μὴ,Neither,Adv,G3361,Luke 10,20648
βαστάζετε,carry,V-PMA-2P,G941,Luke 10,20649
βαλλάντιον,purse,N-ANS,G905,Luke 10,20650
πήραν,bag,N-AFS,G4082,Luke 10,20651
ὑποδήματα,sandals,N-ANP,G5266,Luke 10,20652
μηδένα,no one,Adj-AMS,G3367,Luke 10,20653
κατὰ,on,Prep,G2596,Luke 10,20654
τὴν,the,Art-AFS,G3588,Luke 10,20655
ὁδὸν,road,N-AFS,G3598,Luke 10,20656
ἀσπάσησθε,greet,V-ASM-2P,G782,Luke 10,20657
Εἰς,Into,Prep,G1519,Luke 10,20658
ἣν,whatever,RelPro-AFS,G3739,Luke 10,20659
δ,now,Conj,G1161,Luke 10,20660
ἂν,-,Prtcl,G302,Luke 10,20661
εἰσέλθητε,you might enter,V-ASA-2P,G1525,Luke 10,20662
οἰκίαν,house,N-AFS,G3614,Luke 10,20663
πρῶτον,first,Adv-S,G4412,Luke 10,20664
λέγετε,say,V-PMA-2P,G3004,Luke 10,20665
Εἰρήνη,Peace,N-NFS,G1515,Luke 10,20666
τῷ,to the,Art-DMS,G3588,Luke 10,20667
οἴκῳ,house,N-DMS,G3624,Luke 10,20668
τούτῳ,this,DPro-DMS,G3778,Luke 10,20669
ἐὰν,if,Conj,G1437,Luke 10,20670
ἐκεῖ ,there,Adv,G1563,Luke 10,20671
ᾖ,is,V-PSA-3S,G1510,Luke 10,20672
υἱὸς,a son,N-NMS,G5207,Luke 10,20673
εἰρήνης,of peace,N-GFS,G1515,Luke 10,20674
ἐπαναπαήσεται,will rest,V-FIP-3S,G1879,Luke 10,20675
ἐπ,upon,Prep,G1909,Luke 10,20676
αὐτὸν,him,PPro-AM3S,G846,Luke 10,20677
ἡ,the,Art-NFS,G3588,Luke 10,20678
εἰρήνη,peace,N-NFS,G1515,Luke 10,20679
ὑμῶν,of you,PPro-G2P,G4771,Luke 10,20680
εἰ,if,Conj,G1487,Luke 10,20681
μή,not so,Prtcl,G1490,Luke 10,20682
ἐφ,to,Prep,G1909,Luke 10,20683
ἀνακάμψει,it will return,V-FIA-3S,G344,Luke 10,20684
αὐτῇ,the same,PPro-DF3S,G846,Luke 10,20685
τῇ,-,Art-DFS,G3588,Luke 10,20686
οἰκίᾳ,house,N-DFS,G3614,Luke 10,20687
μένετε,remain,V-PMA-2P,G3306,Luke 10,20688
ἐσθίοντες,eating,V-PPA-NMP,G2068,Luke 10,20689
πίνοντες,drinking,V-PPA-NMP,G4095,Luke 10,20690
τὰ,the things supplied,Art-ANP,G3588,Luke 10,20691
παρ,by,Prep,G3844,Luke 10,20692
αὐτῶν,them,PPro-GM3P,G846,Luke 10,20693
ἄξιος,worthy is,Adj-NMS,G514,Luke 10,20694
γὰρ,for,Conj,G1063,Luke 10,20695
ἐργάτης,workman,N-NMS,G2040,Luke 10,20696
μισθοῦ,wages,N-GMS,G3408,Luke 10,20697
μεταβαίνετε,move,V-PMA-2P,G3327,Luke 10,20698
ἐξ,from,Prep,G1537,Luke 10,20699
οἰκίας,house,N-GFS,G3614,Luke 10,20700
Καὶ,And,Conj,G2532,Luke 10,20701
εἰσέρχησθε,you might enter,V-PSM/P-2P,G1525,Luke 10,20702
δέχωνται,they receive,V-PSM/P-3P,G1209,Luke 10,20703
ἐσθίετε,eat,V-PMA-2P,G2068,Luke 10,20704
παρατιθέμενα,set before,V-PPM/P-ANP,G3908,Luke 10,20705
ὑμῖν,you,PPro-D2P,G4771,Luke 10,20706
θεραπεύετε,heal,V-PMA-2P,G2323,Luke 10,20707
τοὺς,-,Art-AMP,G3588,Luke 10,20708
ἀσθενεῖς,the sick,Adj-AMP,G772,Luke 10,20709
αὐτοῖς,to them,PPro-DM3P,G846,Luke 10,20710
Ἤγγικεν,Has drawn near,V-RIA-3S,G1448,Luke 10,20711
βασιλεία,kingdom,N-NFS,G932,Luke 10,20712
Θεοῦ,of God,N-GMS,G2316,Luke 10,20713
ἐξελθόντες,having gone out,V-APA-NMP,G1831,Luke 10,20714
τὰς,the,Art-AFP,G3588,Luke 10,20715
πλατείας,streets,N-AFP,G4113,Luke 10,20716
αὐτῆς,of it,PPro-GF3S,G846,Luke 10,20717
εἴπατε,say,V-AMA-2P,G2036,Luke 10,20718
κονιορτὸν,dust,N-AMS,G2868,Luke 10,20719
κολληθέντα,having clung,V-APP-AMS,G2853,Luke 10,20720
ἡμῖν,to us,PPro-D1P,G1473,Luke 10,20721
ἐκ,out of,Prep,G1537,Luke 10,20722
τῆς,the,Art-GFS,G3588,Luke 10,20723
πόλεως,city,N-GFS,G4172,Luke 10,20724
πόδας,feet,N-AMP,G4228,Luke 10,20725
ἀπομασσόμεθα,we wipe off,V-PIM-1P,G631,Luke 10,20726
πλὴν,yet,Conj,G4133,Luke 10,20727
τοῦτο,this,DPro-ANS,G3778,Luke 10,20728
γινώσκετε,know,V-PMA-2P,G1097,Luke 10,20729
ὅτι,that,Conj,G3754,Luke 10,20730
ἤγγικεν,has drawn near,V-RIA-3S,G1448,Luke 10,20731
λέγω,I say,V-PIA-1S,G3004,Luke 10,20732
