Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal
προῄρηται,he purposes,V-RIM-3S,G4255,2 Corinthians 9,4281
ἱλαρὸν,a cheerful,Adj-AMS,G2431,2 Corinthians 9,4282
δότην,giver,N-AMS,G1395,2 Corinthians 9,4283
αὐτάρκειαν,sufficiency,N-AFS,G841,2 Corinthians 9,4284
πένησιν,poor,N-DMP,G3993,2 Corinthians 9,4285
ἐπιχορηγῶν,supplying,V-PPA-NMS,G2023,2 Corinthians 9,4286
χορηγήσει,will supply,V-FIA-3S,G5524,2 Corinthians 9,4287
προσαναπληροῦσα,completely filling up,V-PPA-NFS,G4322,2 Corinthians 9,4288
ὑποταγῇ,submission,N-DFS,G5292,2 Corinthians 9,4289
ὁμολογίας,of confession,N-GFS,G3671,2 Corinthians 9,4290
ἀνεκδιηγήτῳ,indescribable,Adj-DFS,G411,2 Corinthians 9,4291
στρατείας,warfare,N-GFS,G4752,2 Corinthians 10,4292
καθαίρεσιν,the demolition,N-AFS,G2506,2 Corinthians 10,4293
ὀχυρωμάτων,of strongholds,N-GNP,G3794,2 Corinthians 10,4294
ἐκφοβεῖν,to frighten,V-PNA,G1629,2 Corinthians 10,4295
ἐνκρῖναι,to classify,V-ANA,G1469,2 Corinthians 10,4296
ἄμετρα,beyond measure,Adj-ANP,G280,2 Corinthians 10,4297
κανόνος,area,N-GMS,G2583,2 Corinthians 10,4298
ἐφικέσθαι,to reach,V-ANM,G2185,2 Corinthians 10,4299
ὑπερεκτείνομεν,we are overextending,V-PIA-1P,G5239,2 Corinthians 10,4300
ὑπερέκεινα,beyond,Prep,G5238,2 Corinthians 10,4301
ἡρμοσάμην,I have betrothed,V-AIM-1S,G718,2 Corinthians 11,4302
Εὕαν,Eve,N-AFS,G2096,2 Corinthians 11,4303
ἐσύλησα,I robbed,V-AIA-1S,G4813,2 Corinthians 11,4304
κατενάρκησα,I did burden,V-AIA-1S,G2655,2 Corinthians 11,4305
ἀβαρῆ,unburdensome,Adj-AMS,G4,2 Corinthians 11,4306
ψευδαπόστολοι,false apostles,N-NMP,G5570,2 Corinthians 11,4307
δόλιοι,deceitful,Adj-NMP,G1386,2 Corinthians 11,4308
θαῦμα,wonder,N-NNS,G2295,2 Corinthians 11,4309
καταδουλοῖ,enslaves,V-PIA-3S,G2615,2 Corinthians 11,4310
παραφρονῶν,As being beside myself,V-PPA-NMS,G3912,2 Corinthians 11,4311
ὑπερβαλλόντως,above measure,Adv,G5234,2 Corinthians 11,4312
πεντάκις,five times,Adv,G3999,2 Corinthians 11,4313
ἅπαξ,once,Adv,G530,2 Corinthians 11,4314
ἐναυάγησα,I was shipwrecked,V-AIA-1S,G3489,2 Corinthians 11,4315
νυχθήμερον,a night and a day,N-ANS,G3574,2 Corinthians 11,4316
βυθῷ,deep sea,N-DMS,G1037,2 Corinthians 11,4317
ψευδαδέλφοις,false brothers,N-DMP,G5569,2 Corinthians 11,4318
μόχθῳ,toil,N-DMS,G3449,2 Corinthians 11,4319
δίψει,thirst,N-DNS,G1373,2 Corinthians 11,4320
ἐθνάρχης,governor,N-NMS,G1481,2 Corinthians 11,4321
Ἁρέτα,under Aretas,N-GMS,G702,2 Corinthians 11,4322
ἐφρούρει,was guarding,V-IIA-3S,G5432,2 Corinthians 11,4323
Δαμασκηνῶν,of the Damascenes,Adj-GMP,G1153,2 Corinthians 11,4324
σαργάνῃ,a basket,N-DFS,G4553,2 Corinthians 11,4325
ἄρρητα,inexpressible,Adj-ANP,G731,2 Corinthians 12,4326
ὑπεραίρωμαι,I should become conceited,V-PSM/P-1S,G5229,2 Corinthians 12,4327
σκόλοψ,a thorn,N-NMS,G4647,2 Corinthians 12,4328
Ἥδιστα,Most gladly,Adv-S,G2236,2 Corinthians 12,4329
ἐπισκηνώσῃ,may rest,V-ASA-3S,G1981,2 Corinthians 12,4330
ἡσσώθητε,you were inferior,V-AIP-2P,G2274,2 Corinthians 12,4331
ἐκδαπανηθήσομαι,will be utterly spent,V-FIP-1S,G1550,2 Corinthians 12,4332
πανοῦργος,crafty,Adj-NMS,G3835,2 Corinthians 12,4333
συναπέστειλα,sent with him,V-AIA-1S,G4882,2 Corinthians 12,4334
καταλαλιαί,slander,N-NFP,G2636,2 Corinthians 12,4335
ψιθυρισμοί,gossip,N-NMP,G5587,2 Corinthians 12,4336
φυσιώσεις,conceit,N-NFP,G5450,2 Corinthians 12,4337
προημαρτηκότων,having before sinned,V-RPA-GMP,G4258,2 Corinthians 12,4338
κατάρτισιν,perfection,N-AFS,G2676,2 Corinthians 13,4339
ἀποτόμως,with severity,Adv,G664,2 Corinthians 13,4340
ἀναστροφήν,way of life,N-AFS,G391,Galatians 1,4341
Ἰουδαϊσμῷ,Judaism,N-DMS,G2454,Galatians 1,4342
συνηλικιώτας,contemporaries,N-AMP,G4915,Galatians 1,4343
πατρικῶν,fathers,Adj-GFP,G3967,Galatians 1,4344
προσανεθέμην,I consulted,V-AIM-1S,G4323,Galatians 1,4345
Ἀραβίαν,Arabia,N-AFS,G688,Galatians 1,4346
ἱστορῆσαι,to make acquaintance with,V-ANA,G2477,Galatians 1,4347
παρεισάκτους,brought in secretly,Adj-AMP,G3920,Galatians 2,4348
κατασκοπῆσαι,to spy out,V-ANA,G2684,Galatians 2,4349
εἴξαμεν,did we yield,V-AIA-1P,G1502,Galatians 2,4350
στῦλοι,pillars,N-NMP,G4769,Galatians 2,4351
ἐσπούδασα,I was eager,V-AIA-1S,G4704,Galatians 2,4352
κατεγνωσμένος,condemned,V-RPM/P-NMS,G2607,Galatians 2,4353
συνυπεκρίθησαν,acted hypocritically,V-AIP-3P,G4942,Galatians 2,4354
ὀρθοποδοῦσιν,they are walking uprightly,V-PIA-3P,G3716,Galatians 2,4355
ἐθνικῶς,like a Gentile,Adv,G1483,Galatians 2,4356
Ἰουδαϊκῶς,like a Jew,Adv,G2452,Galatians 2,4357
ἰουδαΐζειν,to Judaize,V-PNA,G2450,Galatians 2,4358
Γαλάται,Galatians,N-VMP,G1052,Galatians 3,4359
ἐβάσκανεν,has bewitched,V-AIA-3S,G940,Galatians 3,4360
ἐναρξάμενοι,Having begun,V-APM-NMP,G1728,Galatians 3,4361
προευηγγελίσατο,foretold the gospel,V-AIM-3S,G4283,Galatians 3,4362
κατάραν,a curse,N-AFS,G2671,Galatians 3,4363
ἐξηγόρασεν,redeemed,V-AIA-3S,G1805,Galatians 3,4364
ἐπιδιατάσσεται,adds thereto,V-PIM/P-3S,G1928,Galatians 3,4365
προκεκυρωμένην,having been confirmed beforehand,V-RPM/P-AFS,G4300,Galatians 3,4366
μεσίτου,of a mediator,N-GMS,G3316,Galatians 3,4367
προθεσμίας,time appointed,N-GFS,G4287,Galatians 4,4368
στοιχεῖα,basic principles,N-ANP,G4747,Galatians 4,4369
ἐξεπτύσατε,reject me with contempt,V-AIA-2P,G1609,Galatians 4,4370
ἀληθεύων,speaking truth,V-PPA-NMS,G226,Galatians 4,4371
ὠδίνω,I travail,V-PIA-1S,G5605,Galatians 4,4372
μορφωθῇ,shall have been formed,V-ASP-3S,G3445,Galatians 4,4373
ἀλληγορούμενα,allegorized,V-PPM/P-NNP,G238,Galatians 4,4374
Ἁγάρ,Hagar,N-NFS,G28,Galatians 4,4375
συστοιχεῖ,she corresponds,V-PIA-3S,G4960,Galatians 4,4376
πεισμονὴ,persuasion is,N-NFS,G3988,Galatians 5,4377
δάκνετε,you bite,V-PIA-2P,G1143,Galatians 5,4378
φαρμακεία,sorcery,N-NFS,G5331,Galatians 5,4379
κενόδοξοι,boastful,Adj-NMP,G2755,Galatians 5,4380
προκαλούμενοι,provoking,V-PPM-NMP,G4292,Galatians 5,4381
φθονοῦντες,envying,V-PPA-NMP,G5354,Galatians 5,4382
φρεναπατᾷ,he deceives,V-PIA-3S,G5422,Galatians 6,4383
μυκτηρίζεται,is mocked,V-PIM/P-3S,G3456,Galatians 6,4384
οἰκείους,of the household,Adj-AMP,G3609,Galatians 6,4385
πηλίκοις,in how large,Adj-DNP,G4080,Galatians 6,4386
εὐπροσωπῆσαι,to have a fair appearance,V-ANA,G2146,Galatians 6,4387
λοιποῦ,henceforth,Adj-GNS,G3064,Galatians 6,4388
στίγματα,marks,N-ANP,G4742,Galatians 6,4389
ἀμώμους,blameless,Adj-AMP,G299,Ephesians 1,4390
κατενώπιον,before,Prep,G2714,Ephesians 1,4391
ἐκληρώθημεν,we have obtained an inheritance,V-AIP-1P,G2820,Ephesians 1,4392
προηλπικότας,having first trusted,V-RPA-AMP,G4276,Ephesians 1,4393
περιποιήσεως,acquired possession,N-GFS,G4047,Ephesians 1,4394
μέγεθος,greatness,N-NNS,G3174,Ephesians 1,4395
ἐνέργειαν,working,N-AFS,G1753,Ephesians 1,4396
ὑπεράνω,above,Prep,G5231,Ephesians 1,4397
κυριότητος,dominion,N-GFS,G2963,Ephesians 1,4398
συνεζωοποίησεν,made us alive with,V-AIA-3S,G4806,Ephesians 2,4399
συνήγειρεν,He raised us up together,V-AIA-3S,G4891,Ephesians 2,4400
ἀπηλλοτριωμένοι,alienated from,V-RPM/P-NMP,G526,Ephesians 2,4401
ἄθεοι,without God,Adj-NMP,G112,Ephesians 2,4402
μεσότοιχον,barrier,N-ANS,G3320,Ephesians 2,4403
ἀποκαταλλάξῃ,He might reconcile,V-ASA-3S,G604,Ephesians 2,4404
συμπολῖται,fellow citizens,N-NMP,G4847,Ephesians 2,4405
ἀκρογωνιαίου,the cornerstone,Adj-GMS,G204,Ephesians 2,4406
συναρμολογουμένη,being fitted together,V-PPM/P-NFS,G4883,Ephesians 2,4407
συνοικοδομεῖσθε,are being built together,V-PIM/P-2P,G4925,Ephesians 2,4408
κατοικητήριον,a habitation,N-ANS,G2732,Ephesians 2,4409
σύσσωμα,a joint-body,Adj-ANP,G4954,Ephesians 3,4410
συμμέτοχα,joint-partakers,Adj-ANP,G4830,Ephesians 3,4411
ἐλαχιστοτέρῳ,very least,Adj-DMS-C,G1647,Ephesians 3,4412
πολυποίκιλος,manifold,Adj-NFS,G4182,Ephesians 3,4413
ἐρριζωμένοι,being rooted,V-RPM/P-NMP,G4492,Ephesians 3,4414
ἐξισχύσητε,you may be fully able,V-ASA-2P,G1840,Ephesians 3,4415
πλάτος,breadth,N-NNS,G4114,Ephesians 3,4416
μῆκος,length,N-NNS,G3372,Ephesians 3,4417
ἑνότητα,unity,N-AFS,G1775,Ephesians 4,4418
ᾐχμαλώτευσεν,He led captive,V-AIA-3S,G162,Ephesians 4,4419
αἰχμαλωσίαν,captivity,N-AFS,G161,Ephesians 4,4420
κατώτερα,lower,Adj-ANP-C,G2737,Ephesians 4,4421
καταρτισμὸν,perfecting,N-AMS,G2677,Ephesians 4,4422
κλυδωνιζόμενοι,being tossed by waves,V-PPM/P-NMP,G2831,Ephesians 4,4423
κυβείᾳ,cunning,N-DFS,G2940,Ephesians 4,4424
μεθοδείαν,scheming,N-AFS,G3180,Ephesians 4,4425
ἁφῆς,ligament,N-GFS,G860,Ephesians 4,4426
ἐπιχορηγίας,supply,N-GFS,G2024,Ephesians 4,4427
αὔξησιν,increase,N-AFS,G838,Ephesians 4,4428
ἐσκοτωμένοι,being darkened,V-RPM/P-NMP,G4656,Ephesians 4,4429
ἀπηλγηκότες,having cast off all feeling,V-RPA-NMP,G524,Ephesians 4,4430
ἀνανεοῦσθαι,to be renewed,V-PNM/P,G365,Ephesians 4,4431
ἐπιδυέτω,let set,V-PMA-3S,G1931,Ephesians 4,4432
παροργισμῷ,anger,N-DMS,G3950,Ephesians 4,4433
εὔσπλαγχνοι,tender-hearted,Adj-NMP,G2155,Ephesians 4,4434
αἰσχρότης,filthiness,N-NFS,G151,Ephesians 5,4435
μωρολογία,foolish talking,N-NFS,G3473,Ephesians 5,4436
εὐτραπελία,crude joking,N-NFS,G2160,Ephesians 5,4437
ἀνῆκεν,are fitting,V-IIA-3S,G433,Ephesians 5,4438
ἀπατάτω,let deceive,V-PMA-3S,G538,Ephesians 5,4439
συνκοινωνεῖτε,have fellowship with,V-PMA-2P,G4790,Ephesians 5,4440
κρυφῇ,in secret,Adv,G2931,Ephesians 5,4441
ἐπιφαύσει,will shine upon,V-FIA-3S,G2017,Ephesians 5,4442
ἄσοφοι,unwise,Adj-NMP,G781,Ephesians 5,4443
ἀσωτία,debauchery,N-NFS,G810,Ephesians 5,4444
ὕμνοις,hymns,N-DMP,G5215,Ephesians 5,4445
ᾠδαῖς,songs,N-DFP,G5603,Ephesians 5,4446
ᾄδοντες,singing,V-PPA-NMP,G103,Ephesians 5,4447
λουτρῷ,washing,N-DNS,G3067,Ephesians 5,4448
σπίλον,spot,N-AMS,G4696,Ephesians 5,4449
ῥυτίδα,wrinkle,N-AFS,G4512,Ephesians 5,4450
ἐκτρέφει,he nourishes,V-PIA-3S,G1625,Ephesians 5,4451
θάλπει,cherishes,V-PIA-3S,G2282,Ephesians 5,4452
μακροχρόνιος,long-lived,Adj-NMS,G3118,Ephesians 6,4453
παιδείᾳ,the discipline,N-DFS,G3809,Ephesians 6,4454
ὀφθαλμοδουλίαν,eye-service,N-AFS,G3787,Ephesians 6,4455
ἀνθρωπάρεσκοι,men-pleasers,Adj-NMP,G441,Ephesians 6,4456
εὐνοίας,good will,N-GFS,G2133,Ephesians 6,4457
πάλη,wrestling,N-NFS,G3823,Ephesians 6,4458
κοσμοκράτορας,cosmic powers,N-AMP,G2888,Ephesians 6,4459
θώρακα,breastplate,N-AMS,G2382,Ephesians 6,4460
ἑτοιμασίᾳ,the readiness,N-DFS,G2091,Ephesians 6,4461
θυρεὸν,shield,N-AMS,G2375,Ephesians 6,4462
περικεφαλαίαν,helmet,N-AFS,G4030,Ephesians 6,4463
προσκαρτερήσει,perseverance,N-DFS,G4343,Ephesians 6,4464
ἀνοίξει,the opening,N-DFS,G457,Ephesians 6,4465
βεβαιώσει,confirmation,N-DFS,G951,Philippians 1,4466
αἰσθήσει,discernment,N-DFS,G144,Philippians 1,4467
εἰλικρινεῖς,pure,Adj-NMP,G1506,Philippians 1,4468
προκοπὴν,the advancement,N-AFS,G4297,Philippians 1,4469
ἁγνῶς,purely,Adv,G55,Philippians 1,4470
κέρδος,is gain,N-NNS,G2771,Philippians 1,4471
αἱρήσομαι,shall I choose,V-FIM-1S,G138,Philippians 1,4472
συναθλοῦντες,striving together,V-PPA-NMP,G4866,Philippians 1,4473
πτυρόμενοι,being frightened,V-PPM/P-NMP,G4426,Philippians 1,4474
ἀγῶνα,conflict,N-AMS,G73,Philippians 1,4475
παραμύθιον,comfort,N-NNS,G3890,Philippians 2,4476
σύμψυχοι,united in soul,Adj-NMP,G4861,Philippians 2,4477
κενοδοξίαν,vain conceit,N-AFS,G2754,Philippians 2,4478
ἁρπαγμὸν,something to be grasped,N-AMS,G725,Philippians 2,4479
ὑπερύψωσεν,highly exalted,V-AIA-3S,G5251,Philippians 2,4480
καταχθονίων,under the earth,Adj-GMP,G2709,Philippians 2,4481
ἀπουσίᾳ,absence,N-DFS,G666,Philippians 2,4482
φωστῆρες,lights,N-NMP,G5458,Philippians 2,4483
σπένδομαι,I am being poured out as a drink offering,V-PIM/P-1S,G4689,Philippians 2,4484
εὐψυχῶ,may be encouraged,V-PSA-1S,G2174,Philippians 2,4485
ἰσόψυχον,like-minded,Adj-AMS,G2473,Philippians 2,4486
γνησίως,genuinely,Adv,G1104,Philippians 2,4487
ἀφίδω,I shall have seen,V-ASA-1S,G872,Philippians 2,4488
Ἐπαφρόδιτον,Epaphroditus,N-AMS,G1891,Philippians 2,4489
συστρατιώτην,fellow soldier,N-AMS,G4961,Philippians 2,4490
παραπλήσιον,nearly,Adv,G3897,Philippians 2,4491
Σπουδαιοτέρως,All the more speedily,Adv-C,G4708,Philippians 2,4492
ἀλυπότερος,less anxious,Adj-NMS-C,G253,Philippians 2,4493
παραβολευσάμενος,having disregarded,V-APM-NMS,G3851,Philippians 2,4494
κατατομήν,false circumcision,N-AFS,G2699,Philippians 3,4495
καίπερ,though,Conj,G2539,Philippians 3,4496
ὀκταήμερος,on the eighth day,Adj-NMS,G3637,Philippians 3,4497
σκύβαλα,rubbish,N-ANP,G4657,Philippians 3,4498
συμμορφιζόμενος,being conformed,V-PPM/P-NMS,G4833,Philippians 3,4499
ἐξανάστασιν,resurrection,N-AFS,G1815,Philippians 3,4500
ἐπεκτεινόμενος,reaching forward,V-PPM/P-NMS,G1901,Philippians 3,4501
σκοπὸν,the goal,N-AMS,G4649,Philippians 3,4502
ἑτέρως,differently,Adv,G2088,Philippians 3,4503
Συμμιμηταί,Imitators together,N-NMP,G4831,Philippians 3,4504
πολίτευμα,citizenship,N-NNS,G4175,Philippians 3,4505
ἐπιπόθητοι,longed for,Adj-VMP,G1973,Philippians 4,4506
Εὐοδίαν,Euodia,N-AFS,G2136,Philippians 4,4507
Συντύχην,Syntyche,N-AFS,G4941,Philippians 4,4508
σύζυγε,yokefellow,Adj-VMS,G4805,Philippians 4,4509
Κλήμεντος,Clement,N-GMS,G2815,Philippians 4,4510
ἐπιεικὲς,gentleness,Adj-NNS,G1933,Philippians 4,4511
σεμνά,venerable,Adj-NNP,G4586,Philippians 4,4512
προσφιλῆ,lovely,Adj-NNP,G4375,Philippians 4,4513
εὔφημα,admirable,Adj-NNP,G2163,Philippians 4,4514
ἀρετὴ,excellence,N-NFS,G703,Philippians 4,4515
μεγάλως,greatly,Adv,G3171,Philippians 4,4516
ἀνεθάλετε,you revived,V-AIA-2P,G330,Philippians 4,4517
ἠκαιρεῖσθε,you were lacking opportunity,V-IIM/P-2P,G170,Philippians 4,4518
αὐτάρκης,content,Adj-NMS,G842,Philippians 4,4519
μεμύημαι,I have learned the secret,V-RIM/P-1S,G3453,Philippians 4,4520
Φιλιππήσιοι,Philippians,N-VMP,G5374,Philippians 4,4521
δόσεως,of giving,N-GFS,G1394,Philippians 4,4522
λήμψεως,receiving,N-GFS,G3028,Philippians 4,4523
Κολοσσαῖς,Colossae,N-DFP,G2857,Colossians 1,4524
προηκούσατε,you heard of before,V-AIA-2P,G4257,Colossians 1,4525
Ἐπαφρᾶ,Epaphras,N-GMS,G1889,Colossians 1,4526
ἀρεσκείαν,pleasing,N-AFS,G699,Colossians 1,4527
δυναμούμενοι,being strengthened,V-PPM/P-NMP,G1412,Colossians 1,4528
ὁρατὰ,visible,Adj-NNP,G3707,Colossians 1,4529
πρωτεύων,holding preeminence,V-PPA-NMS,G4409,Colossians 1,4530
εἰρηνοποιήσας,having made peace,V-APA-NMS,G1517,Colossians 1,4531
μετακινούμενοι,being moved away,V-PPM/P-NMP,G3334,Colossians 1,4532
ἀνταναπληρῶ,I am filling up,V-PIA-1S,G466,Colossians 1,4533
ἡλίκον,how great,Adj-AMS,G2245,Colossians 2,4534
Λαοδικείᾳ,Laodicea,N-DFS,G2993,Colossians 2,4535
πληροφορίας,full assurance,N-GFS,G4136,Colossians 2,4536
παραλογίζηται,might delude,V-PSM/P-3S,G3884,Colossians 2,4537
πιθανολογίᾳ,persuasive speech,N-DFS,G4086,Colossians 2,4538
στερέωμα,firmness,N-ANS,G4733,Colossians 2,4539
συλαγωγῶν,taking captive,V-PPA-NMS,G4812,Colossians 2,4540
φιλοσοφίας,philosophy,N-GFS,G5385,Colossians 2,4541
Θεότητος,Deity,N-GFS,G2320,Colossians 2,4542
σωματικῶς,bodily,Adv,G4985,Colossians 2,4543
ἀπεκδύσει,removal,N-DFS,G555,Colossians 2,4544
χειρόγραφον,handwriting,N-ANS,G5498,Colossians 2,4545
ὑπεναντίον,adverse,Adj-NNS,G5227,Colossians 2,4546
προσηλώσας,having nailed,V-APA-NMS,G4338,Colossians 2,4547
ἀπεκδυσάμενος,Having disarmed,V-APM-NMS,G554,Colossians 2,4548
νεομηνίας,a New Moon,N-GFS,G3561,Colossians 2,4549
καταβραβευέτω,let disqualify,V-PMA-3S,G2603,Colossians 2,4550
ἐμβατεύων,detailing,V-PPA-NMS,G1687,Colossians 2,4551
δογματίζεσθε,do you submit to decrees,V-PIM/P-2P,G1379,Colossians 2,4552
θίγῃς,you should touch,V-ASA-2S,G2345,Colossians 2,4553
ἀποχρήσει,use,N-DFS,G671,Colossians 2,4554
ἐθελοθρησκίᾳ,self-imposed worship,N-DFS,G1479,Colossians 2,4555
ἀφειδίᾳ,harsh treatment,N-DFS,G857,Colossians 2,4556
πλησμονὴν,the indulgence,N-AFS,G4140,Colossians 2,4557
αἰσχρολογίαν,foul language,N-AFS,G148,Colossians 3,4558
Σκύθης,Scythian,N-NMS,G4658,Colossians 3,4559
μομφήν,a complaint,N-AFS,G3437,Colossians 3,4560
τελειότητος,of perfect unity,N-GFS,G5047,Colossians 3,4561
βραβευέτω,let rule,V-PMA-3S,G1018,Colossians 3,4562
εὐχάριστοι,thankful,Adj-NMP,G2170,Colossians 3,4563
πλουσίως,richly,Adv,G4146,Colossians 3,4564
πικραίνεσθε,be harsh,V-PMM/P-2P,G4087,Colossians 3,4565
ἀθυμῶσιν,they might become discouraged,V-PSA-3P,G120,Colossians 3,4566
ἀνταπόδοσιν,reward,N-AFS,G469,Colossians 3,4567
Ὀνησίμῳ,Onesimus,N-DMS,G3682,Colossians 4,4568
ἀνεψιὸς,cousin,N-NMS,G431,Colossians 4,4569
παρηγορία,a comfort,N-NFS,G3931,Colossians 4,4570
πόνον,concern,N-AMS,G4192,Colossians 4,4571
Λουκᾶς,Luke,N-NMS,G3065,Colossians 4,4572
Δημᾶς,Demas,N-NMS,G1214,Colossians 4,4573
Νύμφαν,Nympha,N-AFS,G3564,Colossians 4,4574
Λαοδικέων,of the Laodiceans,N-GMP,G2994,Colossians 4,4575
Ἀρχίππῳ,to Archippus,N-DMS,G751,Colossians 4,4576
ἐξήχηται,has sounded forth,V-RIM/P-3S,G1837,1 Thessalonians 1,4577
ἀναμένειν,to await,V-PNA,G362,1 Thessalonians 1,4578
προπαθόντες,having previously suffered,V-APA-NMP,G4310,1 Thessalonians 2,4579
κολακείας,of flattery,N-GFS,G2850,1 Thessalonians 2,4580
τροφὸς,a nursing mother,N-NFS,G5162,1 Thessalonians 2,4581
ὁμειρόμενοι,yearning over,V-PPM/P-NMP,G2442,1 Thessalonians 2,4582
ὁσίως,holily,Adv,G3743,1 Thessalonians 2,4583
ἀμέμπτως,blamelessly,Adv,G274,1 Thessalonians 2,4584
συμφυλετῶν,countrymen,N-GMP,G4853,1 Thessalonians 2,4585
ἐκδιωξάντων,having driven out,V-APA-GMP,G1559,1 Thessalonians 2,4586
ἀπορφανισθέντες,having been bereaved,V-APP-NMP,G642,1 Thessalonians 2,4587
σαίνεσθαι,be moved,V-PNM/P,G4525,1 Thessalonians 3,4588
ὑπερβαίνειν,to go beyond,V-PNA,G5233,1 Thessalonians 4,4589
τοιγαροῦν,So then,Conj,G5105,1 Thessalonians 4,4590
θεοδίδακτοί,taught by God,Adj-NMP,G2312,1 Thessalonians 4,4591
περιλειπόμενοι,remaining,V-PPM/P-NMP,G4035,1 Thessalonians 4,4592
κελεύσματι,a loud command,N-DNS,G2752,1 Thessalonians 4,4593
ἀρχαγγέλου,of an archangel,N-GMS,G743,1 Thessalonians 4,4594
νήφωμεν,we should be sober,V-PSA-1P,G3525,1 Thessalonians 5,4595
ἀτάκτους,unruly,Adj-AMP,G813,1 Thessalonians 5,4596
ὀλιγοψύχους,fainthearted,Adj-AMP,G3642,1 Thessalonians 5,4597
ὁλοτελεῖς,completely,Adj-AMP,G3651,1 Thessalonians 5,4598
ὁλόκληρον,entirely,Adj-NNS,G3648,1 Thessalonians 5,4599
ὑπεραυξάνει,is increasing exceedingly,V-PIA-3S,G5232,2 Thessalonians 1,4600
Ἔνδειγμα,This is a plain token,N-NNS,G1730,2 Thessalonians 1,4601
τίσουσιν,will suffer,V-FIA-3P,G5099,2 Thessalonians 1,4602
ἐνδοξασθῆναι,to be glorified,V-ANP,G1740,2 Thessalonians 1,4603
ἐπισυναγωγῆς,gathering together,N-GFS,G1997,2 Thessalonians 2,4604
ἐπιφανείᾳ,appearing,N-DFS,G2015,2 Thessalonians 2,4605
ἀτάκτως,idly,Adv,G814,2 Thessalonians 3,4606
μιμεῖσθαι,to imitate,V-PNM/P,G3401,2 Thessalonians 3,4607
ἠτακτήσαμεν,we were idle,V-AIA-1P,G812,2 Thessalonians 3,4608
περιεργαζομένους,being busybodies,V-PPM/P-AMP,G4020,2 Thessalonians 3,4609
καλοποιοῦντες,in well-doing,V-PPA-NMP,G2569,2 Thessalonians 3,4610
σημειοῦσθε,take note,V-PMM-2P,G4593,2 Thessalonians 3,4611
ἑτεροδιδασκαλεῖν,to teach other doctrines,V-PNA,G2085,1 Timothy 1,4612
μύθοις,to myths,N-DMP,G3454,1 Timothy 1,4613
γενεαλογίαις,genealogies,N-DFP,G1076,1 Timothy 1,4614
ἀπεράντοις,endless,Adj-DFP,G562,1 Timothy 1,4615
ἀστοχήσαντες,having missed the mark,V-APA-NMP,G795,1 Timothy 1,4616
ἐξετράπησαν,have turned aside,V-AIP-3P,G1624,1 Timothy 1,4617
ματαιολογίαν,meaningless discourse,N-AFS,G3150,1 Timothy 1,4618
διαβεβαιοῦνται,they confidently assert,V-PIM/P-3P,G1226,1 Timothy 1,4619
νομίμως,lawfully,Adv,G3545,1 Timothy 1,4620
ἀνυποτάκτοις,insubordinate,Adj-DMP,G506,1 Timothy 1,4621
ἀνοσίοις,for the unholy,Adj-DMP,G462,1 Timothy 1,4622
βεβήλοις,profane,Adj-DMP,G952,1 Timothy 1,4623
πατρολῴαις,for murderers of fathers,N-DMP,G3964,1 Timothy 1,4624
μητρολῴαις,murderers of mothers,N-DMP,G3389,1 Timothy 1,4625
ἀνδροφόνοις,for slayers of man,N-DMP,G409,1 Timothy 1,4626
ἀνδραποδισταῖς,enslavers,N-DMP,G405,1 Timothy 1,4627
ἐπιόρκοις,perjurers,Adj-DMP,G1965,1 Timothy 1,4628
διώκτην,a persecutor,N-AMS,G1376,1 Timothy 1,4629
ὑπερεπλεόνασεν,Surpassingly increased,V-AIA-3S,G5250,1 Timothy 1,4630
ἀποδοχῆς,acceptance,N-GFS,G594,1 Timothy 1,4631
ὑποτύπωσιν,a pattern,N-AFS,G5296,1 Timothy 1,4632
Ὑμέναιος,Hymenaeus,N-NMS,G5211,1 Timothy 1,4633
ἐντεύξεις,intercessions,N-AFP,G1783,1 Timothy 2,4634
ἤρεμον,a tranquil,Adj-AMS,G2263,1 Timothy 2,4635
ἡσύχιον,quiet,Adj-AMS,G2272,1 Timothy 2,4636
διάγωμεν,we may lead,V-PSA-1P,G1236,1 Timothy 2,4637
σεμνότητι,dignity,N-DFS,G4587,1 Timothy 2,4638
ἀπόδεκτον,acceptable,Adj-NNS,G587,1 Timothy 2,4639
ἀντίλυτρον,as a ransom,N-ANS,G487,1 Timothy 2,4640
κῆρυξ,a herald,N-NMS,G2783,1 Timothy 2,4641
καταστολῇ,apparel,N-DFS,G2689,1 Timothy 2,4642
κοσμίῳ,respectable,Adj-DFS,G2887,1 Timothy 2,4643
αἰδοῦς,modesty,N-GFS,G127,1 Timothy 2,4644
πλέγμασιν,braided hair,N-DNP,G4117,1 Timothy 2,4645
θεοσέβειαν,the fear of God,N-AFS,G2317,1 Timothy 2,4646
αὐθεντεῖν,to use authority over,V-PNA,G831,1 Timothy 2,4647
τεκνογονίας,childbearing,N-GFS,G5042,1 Timothy 2,4648
ὀρέγεται,aspires to,V-PIM-3S,G3713,1 Timothy 3,4649
ἀνεπίλημπτον,above reproach,Adj-AMS,G423,1 Timothy 3,4650
νηφάλιον,sober,Adj-AMS,G3524,1 Timothy 3,4651
σώφρονα,self-controlled,Adj-AMS,G4998,1 Timothy 3,4652
φιλόξενον,hospitable,Adj-AMS,G5382,1 Timothy 3,4653
